City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,kandira,41.0736,30.1746,288.38,61,13,2.47,TR,1711943846
366,morehead city,34.7229,-76.726,291.15,86,0,4.12,US,1711943687
367,bakchar,57.0186,82.0711,271.99,78,77,1.51,RU,1711943846
368,bangar,16.8936,120.4243,303.74,66,55,4.01,PH,1711943846
369,herning,56.1393,8.9738,279.01,100,100,2.57,DK,1711943847
370,kone,-21.0595,164.8658,301.22,54,39,2.34,NC,1711943692
371,tanumah,27.1,44.1333,292.45,59,33,2.45,SA,1711943847
372,bol,13.4586,14.7147,300.24,43,94,3.28,TD,1711943847
373,illintsi,49.1048,29.2177,283.34,77,24,3.56,UA,1711943847
374,el granada,37.5027,-122.4694,286.25,82,100,5.14,US,1711943556
375,isiro,2.7739,27.616,292.66,98,100,1.2,CD,1711943739
376,sao tome,0.3365,6.7273,299.66,89,100,4.81,ST,1711943848
377,tucumcari,35.1717,-103.725,292.56,22,0,9.26,US,1711943848
378,steamboat springs,40.485,-106.8317,276.45,79,75,3.13,US,1711943848
379,wewak,-3.5534,143.6268,303.73,67,97,4.27,PG,1711943848
380,loiza,18.4313,-65.8802,299.9,81,75,4.63,PR,1711943849
381,hanceville,34.0607,-86.7675,294.1,93,98,2.69,US,1711943849
382,ust-nera,64.5667,143.2,263.71,78,71,1.79,RU,1711943707
383,itamarandiba,-17.8572,-42.8589,292.14,98,68,1.27,BR,1711943849
384,shalqar,47.8333,59.6,279.43,56,35,0.1,KZ,1711943849
385,biloela,-24.4167,150.5,303.06,38,92,3.5,AU,1711943850
386,sesheke,-17.4759,24.2968,291.08,69,99,1.55,ZM,1711943850
387,nagai,38.1036,140.035,285.49,41,13,6.14,JP,1711943850
388,vernon,50.2581,-119.2691,283.89,46,60,0.0,CA,1711943850
389,sao joao evangelista,-18.5478,-42.7633,292.78,95,50,0.81,BR,1711943851
390,blenheim,-41.516,173.9528,289.0,75,66,1.34,NZ,1711943674
391,mostovskoy,44.4122,40.7936,283.66,59,20,2.61,RU,1711943851
392,isla mujeres,21.2311,-86.731,298.8,70,2,5.52,MX,1711943851
393,charters towers,-20.1,146.2667,301.2,51,79,4.29,AU,1711943680
394,ambanja,-13.6833,48.45,297.78,93,58,1.48,MG,1711943851
395,puerto deseado,-47.7503,-65.8938,284.99,55,33,1.92,AR,1711943852
396,kandalaksha,67.162,32.4123,266.1,96,100,1.95,RU,1711943852
397,garden city,42.3256,-83.331,278.72,87,100,2.06,US,1711943848
398,edd,13.9297,41.6925,301.47,73,10,8.55,ER,1711943852
399,albania,41.0,20.0,287.95,47,41,2.52,AL,1711943605
400,san luis de la loma,17.2706,-100.8939,297.78,75,6,2.4,MX,1711943853
401,taloqan,36.7361,69.5345,287.42,49,66,0.27,AF,1711943853
402,tura,25.5198,90.2201,302.5,46,28,3.6,IN,1711943696
403,selkirk,50.1436,-96.8845,271.23,73,56,0.85,CA,1711943853
404,pangody,65.85,74.4859,261.79,81,100,7.95,RU,1711943854
405,al bardiyah,31.7561,25.0865,290.52,77,0,2.27,LY,1711943854
406,aral,40.5156,81.2636,282.02,82,66,10.23,CN,1711943854
407,chengdu,30.6667,104.0667,296.09,60,0,1.0,CN,1711943837
408,uenohara,35.6167,139.1167,291.54,74,92,1.8,JP,1711943854
409,almeria,37.1667,-2.3333,280.24,75,56,2.94,ES,1711943855
410,borogontsy,62.6683,131.1683,264.71,82,82,2.71,RU,1711943855
411,pandan,14.0453,124.1694,303.02,65,57,3.23,PH,1711943855
412,isla vista,34.4133,-119.861,285.62,90,100,0.0,US,1711943855
413,guozhen,34.3659,107.359,293.26,65,100,1.07,CN,1711943856
414,katima mulilo,-17.5,24.2667,291.1,70,100,1.45,NA,1711943856
415,kavieng,-2.5744,150.7967,301.91,73,58,2.74,PG,1711943856
416,capao da canoa,-29.7456,-50.0097,294.87,84,55,0.98,BR,1711943584
417,saipan,15.1355,145.701,302.54,1,40,7.72,MP,1711943857
418,chibougamau,49.9168,-74.3659,264.94,79,0,2.06,CA,1711943857
419,santa terezinha,-29.9002,-50.0904,295.3,87,68,1.58,BR,1711943857
420,yuzhno-kurilsk,44.0306,145.8556,277.25,66,9,2.13,RU,1711943857
421,holly springs,35.6513,-78.8336,293.52,63,10,0.45,US,1711943626
422,gadzhiyevo,69.2551,33.3362,263.41,95,91,2.37,RU,1711943712
423,rongelap,11.1635,166.8941,300.12,76,56,9.25,MH,1711943858
424,ta`u,-14.2336,-169.5144,302.56,75,95,8.21,AS,1711943858
425,bedesa,8.9,40.7833,291.65,76,92,3.18,ET,1711943858
426,kapit,2.0167,112.9333,299.84,89,100,0.32,MY,1711943858
427,lata,40.1629,-8.3327,281.99,96,49,2.22,PT,1711943859
428,hilton head island,32.2163,-80.7526,293.21,74,0,0.45,US,1711943663
429,wotho,10.1657,166.0102,300.22,79,100,9.6,MH,1711943859
430,wanning,18.8003,110.3967,303.05,69,1,7.03,CN,1711943859
431,kanniyakumari,8.0833,77.5667,303.03,63,88,0.42,IN,1711943860
432,akureyri,65.6835,-18.0878,268.11,93,100,4.63,IS,1711943860
433,puerto baquerizo moreno,-0.9,-89.6,297.54,83,7,4.58,EC,1711943860
434,papao,-17.75,-149.55,300.97,82,99,12.01,PF,1711943861
435,coquimbo,-29.9533,-71.3436,289.0,94,0,0.51,CL,1711943714
436,paita,-5.0892,-81.1144,295.29,81,83,2.81,PE,1711943861
437,lubartow,51.4603,22.6095,285.39,74,27,5.28,PL,1711943861
438,murray,40.6669,-111.888,277.99,85,100,6.17,US,1711943814
439,sterling,39.0062,-77.4286,286.21,76,100,2.57,US,1711943661
440,valparaiso,-33.0393,-71.6273,292.3,55,0,3.09,CL,1711943621
441,minas de marcona,-15.2119,-75.1103,290.47,85,98,4.08,PE,1711943862
442,xining,36.6167,101.7667,281.71,64,100,0.98,CN,1711943862
443,krasnogorskoye,52.2953,86.1979,275.42,99,100,2.78,RU,1711943862
444,vilyuysk,63.7553,121.6247,265.37,78,7,2.68,RU,1711943716
445,maragogi,-9.0122,-35.2225,299.54,84,41,1.7,BR,1711943863
446,kartaly,53.0522,60.6467,274.83,100,100,4.92,RU,1711943863
447,tangalle,6.024,80.7911,303.24,64,53,2.74,LK,1711943863
448,cajati,-24.7361,-48.1228,294.51,93,79,0.55,BR,1711943863
449,monrovia,6.3005,-10.7969,299.75,90,61,1.84,LR,1711943864
450,olyokminsk,60.3736,120.4264,267.94,73,100,2.11,RU,1711943864
451,san patricio,28.017,-97.5169,296.95,92,100,7.15,US,1711943864
452,trollhattan,58.2333,12.4167,279.63,91,100,3.6,SE,1711943864
453,makoua,0.0069,15.6333,296.24,90,95,1.25,CG,1711943865
454,dunedin,-45.8742,170.5036,286.05,74,100,2.84,NZ,1711943611
455,trevelin,-43.0858,-71.4639,277.86,86,0,2.33,AR,1711943865
456,kievka,50.2619,71.5514,275.99,59,14,4.41,KZ,1711943866
457,suva,-18.1416,178.4415,302.86,74,75,3.6,FJ,1711943742
458,nabire,-3.3667,135.4833,303.88,65,78,2.62,ID,1711943866
459,camana,-16.6228,-72.7111,295.4,85,100,3.11,PE,1711943866
460,shamakhi,40.6314,48.6414,283.35,70,28,0.98,AZ,1711943866
461,carbonear,47.7332,-53.2148,275.61,86,100,3.67,CA,1711943867
462,castillos,-34.1667,-53.8333,289.34,71,100,4.6,UY,1711943694
463,vilhena,-12.7406,-60.1458,296.37,91,96,0.76,BR,1711943867
464,san pedro,14.35,121.0167,306.72,63,20,3.09,PH,1711943867
465,guangyuan,32.442,105.823,290.69,93,100,1.08,CN,1711943867
466,lerwick,60.1545,-1.1494,279.15,88,36,5.64,GB,1711943762
467,villamontes,-21.25,-63.5,296.14,90,100,1.49,BO,1711943868
468,luau,-10.7073,22.2247,291.77,99,100,0.74,AO,1711943868
469,virginia beach,36.8529,-75.978,286.49,83,75,2.06,US,1711943853
470,granbury,32.4421,-97.7942,295.55,86,0,4.12,US,1711943843
471,aldan,58.6031,125.3894,265.95,83,89,1.57,RU,1711943834
472,hurricane,37.1753,-113.2899,281.75,74,75,0.89,US,1711943869
473,bairnsdale,-37.8333,147.6167,298.74,63,86,2.24,AU,1711943869
474,pisco,-13.7,-76.2167,295.18,83,0,2.57,PE,1711943736
475,coronel du graty,-27.6804,-60.9146,295.94,88,35,2.91,AR,1711943870
476,tromso,69.6496,18.957,269.16,68,75,4.12,NO,1711943870
477,luganville,-15.5333,167.1667,300.34,84,84,4.83,VU,1711943870
478,antofagasta,-23.65,-70.4,292.75,82,52,1.54,CL,1711943777
479,bulayevo,54.9056,70.4439,274.11,87,100,7.16,KZ,1711943870
480,ponta delgada,37.7333,-25.6667,288.55,77,75,7.2,PT,1711943871
481,ranau,5.9538,116.6641,305.23,49,100,1.82,MY,1711943871
482,rotonda west,26.8837,-82.2901,294.81,96,0,0.0,US,1711943625
483,lazaro cardenas,17.9583,-102.2,295.91,85,18,1.07,MX,1711943871
484,natal,-5.795,-35.2094,298.27,94,0,1.03,BR,1711943679
485,quesnel,52.9999,-122.5029,284.43,40,75,0.84,CA,1711943871
486,port saint john's,-31.6229,29.5448,295.86,75,63,4.6,ZA,1711943872
487,chesapeake,36.819,-76.2749,286.17,86,75,3.6,US,1711943769
488,christchurch,-43.5333,172.6333,290.6,60,75,3.6,NZ,1711943592
489,cabo san lucas,22.8909,-109.9124,295.24,77,98,0.45,MX,1711943587
490,karratha,-20.7377,116.8463,308.8,25,0,4.13,AU,1711943872
491,souillac,-20.5167,57.5167,298.9,100,75,0.0,MU,1711943873
492,susuman,62.7833,148.1667,264.75,74,78,1.21,RU,1711943715
493,xilin hot,43.9667,116.0333,283.46,19,90,4.31,CN,1711943873
494,altamira,-3.2033,-52.2064,296.14,99,100,0.74,BR,1711943873
495,cadillac,44.2519,-85.4012,275.81,80,75,1.54,US,1711943874
496,envira,-7.3,-70.2167,295.72,96,100,0.47,BR,1711943874
497,kokopo,-4.352,152.2633,300.28,83,94,5.58,PG,1711943874
498,lahad datu,5.0268,118.327,304.62,61,73,1.95,MY,1711943874
499,la passe,45.5549,-0.8967,282.58,81,84,6.98,FR,1711943720
500,sangueya,10.7,-14.3667,298.04,77,100,2.3,GN,1711943875
501,chishmy,54.5765,55.3764,275.28,100,100,2.35,RU,1711943875
502,prado,-17.3411,-39.2208,297.97,92,79,2.25,BR,1711943875
503,port hedland,-20.3167,118.5667,312.18,18,2,3.6,AU,1711943717
504,belel,7.05,14.4333,290.83,81,100,2.17,CM,1711943875
505,walvis bay,-22.9575,14.5053,288.76,94,31,2.57,NA,1711943702
506,mili,6.0815,171.735,301.21,81,59,8.66,MH,1711943725
507,palmares do sul,-30.2578,-50.5097,295.36,93,100,2.63,BR,1711943876
508,tobelo,1.7284,128.0095,302.4,67,85,3.19,ID,1711943876
509,mossel bay,-34.1831,22.146,290.11,78,100,3.39,ZA,1711943876
510,bati,11.1833,40.0167,292.58,64,86,0.26,ET,1711943877
511,busayra,30.7376,35.6078,287.19,53,10,3.55,JO,1711943877
512,san francisco de asis,10.2868,-73.894,298.92,59,90,0.88,CO,1711943877
513,colonia,50.9333,6.95,284.28,87,100,2.06,DE,1711943877
514,kyparissia,37.2511,21.6736,289.08,48,51,2.73,GR,1711943877
515,lebork,54.5392,17.7501,284.9,76,96,1.68,PL,1711943878
516,joutseno,61.118,28.5076,276.18,99,83,3.44,FI,1711943878
517,barreirinhas,-2.7469,-42.8264,298.87,92,99,2.0,BR,1711943878
518,preobrazheniye,42.9019,133.9064,278.01,45,14,5.9,RU,1711943878
519,bundaberg north,-24.8551,152.3425,299.38,86,100,0.89,AU,1711943879
520,barreiras,-12.1528,-44.99,298.42,76,100,1.14,BR,1711943879
521,oxford,51.7522,-1.256,281.88,94,40,2.57,GB,1711943752
522,tukuyu,-9.25,33.65,290.15,98,99,0.26,TZ,1711943879
523,jinchang,38.4953,102.1739,285.42,40,100,5.56,CN,1711943879
524,deva,45.8833,22.9,287.59,57,100,0.66,RO,1711943880
525,rampur,28.8167,79.0333,297.43,15,49,7.43,IN,1711943880
526,kapa'a,22.0752,-159.319,300.14,70,40,5.14,US,1711943880
527,tomatlan,19.9333,-105.25,293.98,80,97,0.46,MX,1711943880
528,lorengau,-2.0226,147.2712,302.33,80,64,3.81,PG,1711943881
529,la sarre,48.8002,-79.1996,269.89,96,82,2.04,CA,1711943806
530,badagry,6.4167,2.8833,301.27,82,100,4.23,NG,1711943881
531,bull savanna,17.8868,-77.5902,296.46,82,13,2.95,JM,1711943881
532,nar'yan-mar,67.6713,53.087,263.08,90,41,4.98,RU,1711943881
533,padang,-0.9492,100.3543,303.18,76,51,1.93,ID,1711943882
534,soata,6.3337,-72.6828,289.86,93,100,0.81,CO,1711943882
535,grand falls-windsor,48.9332,-55.6649,274.54,83,99,0.45,CA,1711943709
536,glace bay,46.1969,-59.957,272.67,78,40,2.57,CA,1711943882
537,mossingen,48.4057,9.0542,283.52,83,100,0.54,DE,1711943882
538,berasia,23.6333,77.4333,299.4,15,65,3.64,IN,1711943883
539,vera cruz,-12.6333,-41.0333,295.91,91,88,0.62,BR,1711943883
540,paragominas,-2.9667,-47.4833,296.58,99,100,0.9,BR,1711943883
541,haiku-pauwela,20.9219,-156.3051,299.16,69,20,8.75,US,1711943722
542,arafat,21.3594,39.9664,299.03,55,6,1.33,SA,1711943884
543,usinsk,65.9939,57.5281,265.41,93,98,7.6,RU,1711943884
544,caruthersville,36.1931,-89.6556,296.14,76,100,1.79,US,1711943884
545,villacanas,39.6237,-3.3381,279.24,80,64,6.96,ES,1711943884
546,karkira,36.9292,6.5856,288.02,84,83,3.31,DZ,1711943884
547,reyes,-14.3167,-67.3833,296.82,94,81,0.95,BO,1711943885
548,quibala,-10.7337,14.98,290.79,98,98,0.33,AO,1711943885
549,horta,38.5333,-28.6333,288.72,92,100,7.6,PT,1711943885
550,port moresby,-9.4431,147.1797,301.8,77,73,2.26,PG,1711943885
551,perelyub,51.8667,50.3667,277.56,98,97,2.12,RU,1711943886
552,baiao,-2.7906,-49.6717,297.02,99,100,0.96,BR,1711943886
553,elko,41.0002,-115.5012,273.18,87,94,1.05,US,1711943886
554,gamba,-2.65,10.0,297.78,88,100,2.05,GA,1711943886
555,boyolangu,-8.1181,111.8935,302.18,76,85,3.71,ID,1711943886
556,villablino,42.9393,-6.3194,276.14,95,99,4.23,ES,1711943887
557,mirabad,30.4362,61.8383,294.01,14,65,1.43,AF,1711943887
558,coronel suarez,-37.4547,-61.9334,284.65,60,100,2.54,AR,1711943887
559,vostochnyy,55.8167,37.8667,283.14,74,100,3.75,RU,1711943888
560,nova vicosa,-17.8919,-39.3719,298.61,89,74,2.86,BR,1711943754
561,priargunsk,50.3691,119.1012,266.19,76,24,1.12,RU,1711943888
562,khorixas,-20.3667,14.9667,293.68,47,2,1.44,NA,1711943888
